iter	RMSE
485	5.027602462
486	5.023139119
487	5.021218989
488	5.008839624
489	4.993343744
490	4.992562569
491	4.990736078
492	4.988127179
493	4.983261292
494	4.980377088
495	4.972243521
496	4.970713414
497	4.96774394
498	4.963460492
499	4.960804937
500	4.954510467
501	4.947428642
502	4.941146121
503	4.937139364
504	4.930368042
505	4.925670445
506	4.924496662
507	4.916713151
508	4.912737918
509	4.909824587
510	4.900266367
511	4.897933884
512	4.891718081
513	4.884991034
514	4.881881497
515	4.880024711
516	4.879017524
517	4.873909438
518	4.872665098
519	4.863508443
520	4.858345038
521	4.856104074
522	4.854899277
523	4.848313072
524	4.847609322
525	4.839545998
526	4.834899884
527	4.83381209
528	4.82792927
529	4.824519868
530	4.823120283
531	4.817355893
532	4.812911605
533	4.802837199
534	4.797498007
535	4.794775556
536	4.777535889
537	4.773247447
538	4.770316405
539	4.76324558
540	4.754052863
541	4.747939179
542	4.740836509
543	4.734169427
544	4.726644981
545	4.722904615
546	4.715581234
547	4.709445428
548	4.703789489
549	4.699695373
550	4.691283129
551	4.687424649
552	4.683752323
553	4.678309828
554	4.676064444
555	4.669571997
556	4.669286773
557	4.663427846
558	4.658767324
559	4.652581824
560	4.645021088
561	4.636871532
562	4.631905732
563	4.627295672
564	4.620048454
565	4.617918829
566	4.610717825
567	4.608737105
568	4.603070572
569	4.601504715
570	4.598370577
571	4.594381227
572	4.594332971
573	4.590325499
574	4.587872794
575	4.584243939
576	4.580696075
577	4.578069735
578	4.575672101
579	4.574045897
580	4.565056163
581	4.563791224
582	4.562181751
583	4.560924614
584	4.556235021
585	4.553654948
586	4.548806853
587	4.547386895
588	4.539389937
589	4.53925641
590	4.537025691
591	4.531421564
592	4.52720417
593	4.525024711
594	4.519306366
595	4.513199661
596	4.512170609
597	4.511025081
598	4.500100101
599	4.492538486
600	4.483620152
601	4.475231906
602	4.472140698
603	4.467555007
604	4.465067607
605	4.463857887
606	4.461530751
607	4.458705325
608	4.45146123
609	4.445594487
610	4.441289462
611	4.432136498
612	4.428398853
613	4.426713291
614	4.422760979
615	4.420503774
616	4.4169232
617	4.415198141
618	4.403421142
619	4.397389228
620	4.394997382
621	4.392187718
622	4.389926605
623	4.387382536
624	4.377214211
625	4.37095004
626	4.365930746
627	4.351058222
628	4.349814324
629	4.343047437
630	4.339895231
631	4.334460086
632	4.325935519
633	4.324690086
634	4.320310625
635	4.316202608
636	4.312442982
637	4.306311053
638	4.305439821
639	4.303969478
640	4.291502375
641	4.284906734
642	4.282887081
643	4.273285215
644	4.270523083
645	4.263073083
646	4.260299998
647	4.259543205
648	4.252193292
649	4.2486689
650	4.244772404
651	4.239219309
652	4.232572593
653	4.227072552
654	4.22313106
655	4.2155044
656	4.214453445
657	4.208331915
658	4.207957903
659	4.201661021
660	4.197245774
661	4.187701495
662	4.181450165
663	4.181286853
664	4.178200266
665	4.175069207
666	4.174096181
667	4.169885705
668	4.168899076
669	4.167913655
670	4.159559786
671	4.157934954
672	4.155377095
673	4.15076527
674	4.144488047
675	4.139954767
676	4.13818378
677	4.135190296
678	4.13269279
679	4.126714504
680	4.124340026
681	4.122782197
682	4.121397541
683	4.121251463
684	4.116460376
685	4.114028027
686	4.108050295
687	4.100942251
688	4.093054219
689	4.086772794
690	4.085727711
691	4.082353229
692	4.081849006
693	4.07544412
694	4.074659302
695	4.06999952
696	4.066913902
697	4.061370037
698	4.053777822
699	4.050131307
700	4.047608648
701	4.045606129
702	4.045279656
703	4.040525743
704	4.036138491
705	4.031804903
706	4.030253781
707	4.025463496
708	4.018339217
709	4.013343158
710	4.01250335
711	4.011019918
712	4.010448915
713	4.005364332
714	4.004567854
715	3.999626647
716	3.993335844
717	3.992653871
718	3.990120168
719	3.98765103
720	3.985523822
721	3.982629135
722	3.977933528
723	3.974421285
724	3.969647009
725	3.968865002
726	3.966491812
727	3.96525162
728	3.960698963
729	3.957961261
730	3.953286533
731	3.944179546
732	3.943086952
733	3.942722461
734	3.940251695
735	3.938411004
736	3.932025376
737	3.931035925
738	3.929914067
739	3.927489582
740	3.920231079
741	3.914919638
742	3.907768224
743	3.904251861
744	3.901569148
745	3.900987512
746	3.8972336
747	3.894120834
748	3.889426
749	3.887876581
750	3.885569754
751	3.884126977
752	3.876453343
753	3.873423059
754	3.865209861
755	3.862552904
756	3.859950054
757	3.859074306
758	3.853522308
759	3.851932149
760	3.843705111
761	3.836075315
762	3.821105926
763	3.815230991
764	3.811946406
765	3.803864538
766	3.798476437
767	3.795826121
768	3.794029242
769	3.790269824
770	3.788284282
771	3.787331858
772	3.786375538
773	3.783275776
774	3.782354857
775	3.781371536
776	3.778998311
777	3.77609705
778	3.767553844
779	3.765082528
780	3.764454938
781	3.758351116
782	3.756862802
783	3.751570105
784	3.745732522
785	3.74534168
786	3.74262259
787	3.740134122
788	3.732352284
789	3.729348274
790	3.719909436
791	3.719640385
792	3.716939817
793	3.710968777
794	3.701488655
795	3.698622194
796	3.698385447
797	3.696340128
798	3.69457598
799	3.691360669
800	3.680549065
801	3.677791992
802	3.66709826
803	3.65148599
804	3.649011024
805	3.641765895
806	3.63938813
807	3.631762763
808	3.63158792
809	3.623856735
810	3.618484649
811	3.616588729
812	3.612602041
813	3.610751928
814	3.608545915
815	3.606703219
816	3.605148532
817	3.598932837
818	3.594437895
819	3.590715811
820	3.588523518
821	3.583197073
822	3.578185825
823	3.574608853
824	3.569017697
825	3.564605213
826	3.558890156
827	3.552726368
828	3.544253326
829	3.53891476
830	3.536579862
831	3.531560337
832	3.528413648
833	3.526792118
834	3.526017612
835	3.522528947
836	3.517028212
837	3.515908701
838	3.50895764
839	3.506822436
840	3.506510594
841	3.505084344
842	3.501030281
843	3.499865139
844	3.492064967
845	3.485440357
846	3.48301213
847	3.477823767
848	3.474937949
849	3.474336095
850	3.472246888
851	3.471856348
852	3.468462679
853	3.46650571
854	3.466012785
855	3.462048959
856	3.456988627
857	3.45495561
858	3.4498868
859	3.4466278
860	3.440176673
861	3.439125467
862	3.438172708
863	3.435053458
864	3.427324935
865	3.424234101
866	3.423892766
867	3.419236394
868	3.416477092
869	3.409369467
870	3.404867545
871	3.403938972
872	3.403831816
873	3.401555662
874	3.399656481
875	3.395372123
876	3.393617829
877	3.392358368
878	3.392281572
879	3.38786391
880	3.383019796
881	3.378592655
882	3.373086577
883	3.366349711
884	3.362298454
885	3.358287902
886	3.353072395
887	3.350080447
888	3.349007391
889	3.347199995
890	3.347098533
891	3.346455827
892	3.34579826
893	3.342694626
894	3.341364938
895	3.339036273
896	3.335792326
897	3.329206746
898	3.328255445
899	3.326577816
900	3.324787838
901	3.322827438
902	3.32115811
903	3.318696511
904	3.315767533
905	3.310679905
906	3.306602637
907	3.304976458
908	3.303474969
909	3.303028098
910	3.300172784
911	3.2951946
912	3.292724177
913	3.292625706
914	3.282244881
915	3.281537574
916	3.279293341
917	3.278764671
918	3.277783092
919	3.276608589
920	3.274579559
921	3.274104607
922	3.268179117
923	3.267466228
924	3.266846019
925	3.26676174
926	3.263066419
927	3.262470124
928	3.258079676
929	3.253600218
930	3.251772027
931	3.251053383
932	3.246714568
933	3.243962025
934	3.240469653
935	3.233547233
936	3.230777966
937	3.228117143
938	3.225161493
939	3.222569528
940	3.221650402
941	3.220203408
942	3.21949705
943	3.219000457
944	3.216545274
945	3.214583744
946	3.214004454
947	3.212967286
948	3.210631503
949	3.20923
950	3.207292431
951	3.204050672
952	3.203633296
953	3.199547845
954	3.197736141
955	3.194895541
956	3.19438107
957	3.193083548
958	3.19234393
959	3.191628461
960	3.186941648
961	3.184669991
962	3.179605358
963	3.179191572
964	3.179057871
965	3.175343225
966	3.174638584
967	3.171406573
968	3.168837878
969	3.164251131
970	3.160185325
971	3.153958452
972	3.152437394
973	3.151341429
974	3.148586351
975	3.148329604
976	3.143566061
977	3.142755114
978	3.142367266
979	3.140236457
980	3.135127819
981	3.134225945
982	3.13378238
983	3.131576851
984	3.130090215
985	3.128609188
986	3.122994354
987	3.12229355
988	3.121478279
989	3.119947607
990	3.1188891
991	3.118716112
992	3.118480481
993	3.117493689
994	3.113685865
995	3.113004951
996	3.10873198
997	3.108487836
998	3.107214947
999	3.10354645
